dataset,measurement,label,k,seed,status,leaky,n_nodes,n_edges,coverage,real_spread,pred_spread,pred_spread_ratio,mean_xy_error,median_xy_error,p90_xy_error,center_median_error,median_vs_center,status_reason,runtime_sec,n_union_edges,n_directed_neighbors,mix_mode,k_expression,k_morphology,k_morphology_image,k_seq_jaccard_all,weight_expression,weight_morphology,weight_morphology_image,weight_seq_jaccard_all,spatial_median_xy_error_same_k,spatial_mean_xy_error_same_k,spatial_p90_xy_error_same_k,median_vs_spatial_same_k,spatial_best_k,spatial_best_median_xy_error,median_vs_spatial_best
tiny_human_ovary_multimodal_v4,morphology_image_all,morphology_image_all,4,,ok,False,623,1912,0.9951845906902088,304.7862548828125,242.4201812744141,0.7953776700580621,203.613510131836,137.64625549316406,499.9856567382813,297.9662170410156,0.4619525671005249,,,,,,,,,,,,,,2.522042751312256,3.3033316135406494,6.873007774353027,54.57728875592799,4,2.522042751312256,54.57728875592799
tiny_human_ovary_multimodal_v4,morphology_image_all,morphology_image_all,5,,ok,False,623,2385,0.9951845906902088,304.7862548828125,218.4642791748047,0.7167786462640915,194.37615966796875,145.1853790283203,432.6917114257813,297.9662170410156,0.4872545003890991,,,,,,,,,,,,,,2.573596477508545,3.4603376388549805,7.203171730041504,56.413420012476784,4,2.522042751312256,57.56658127733094
tiny_human_ovary_multimodal_v4,morphology_image_all,morphology_image_all,8,,ok,False,623,3778,0.9951845906902088,304.7862548828125,198.7751617431641,0.6521788911366468,183.4711761474609,159.1235809326172,354.4887084960937,297.9662170410156,0.5340322852134705,,,,,,,,,,,,,,2.66597318649292,3.785930633544922,8.615385055541992,59.68686472122543,4,2.522042751312256,63.09313386929022
tiny_human_ovary_multimodal_v4,morphology_image_all,morphology_image_all,12,,ok,False,623,5632,0.9951845906902088,304.7862548828125,193.8128662109375,0.6358976597729342,175.0992889404297,160.10946655273438,360.0585021972656,297.9662170410156,0.5373409986495972,,,,,,,,,,,,,,3.2098255157470703,4.695657253265381,11.055794715881348,49.88104984749295,4,2.522042751312256,63.48404144593785
tiny_human_ovary_multimodal_v4,morphology_image_all,morphology_image_all,16,,ok,False,623,7487,0.9951845906902088,304.7862548828125,193.7951812744141,0.6358396357110215,170.8740692138672,149.6419219970703,357.6986083984375,297.9662170410156,0.5022110342979431,,,,,,,,,,,,,,4.2927021980285645,5.791633129119873,14.055320739746094,34.85960942405783,4,2.522042751312256,59.33361832158056
tiny_human_ovary_multimodal_v4,morphology_image_all,morphology_image_all,24,,ok,False,623,11160,0.9951845906902088,304.7862548828125,190.7630920410156,0.6258913877673462,169.98904418945312,140.70001220703125,361.9260559082031,297.9662170410156,0.4722012281417846,,,,,,,,,,,,,,5.666728973388672,7.791767120361328,18.30398941040039,24.829140914938343,4,2.522042751312256,55.788115460700645
tiny_human_ovary_multimodal_v4,morphology_image_all,morphology_image_all,32,,ok,False,623,14690,0.9951845906902088,304.7862548828125,187.6041259765625,0.6155268584821666,173.2753448486328,142.84622192382812,368.3807067871094,297.9662170410156,0.479404091835022,,,,,,,,,,,,,,6.809564113616943,9.570256233215332,21.787315368652344,20.97729304555361,4,2.522042751312256,56.6390961650048
tiny_human_ovary_multimodal_v4,morphology_image_histogram,morphology_image_histogram,1,,ok,False,623,496,0.9967897271268058,304.7862548828125,288.68505859375,0.9471721705585008,182.57774353027344,49.273475646972656,521.8701171875,297.9662170410156,0.1653659790754318,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,7.841979517988354,4,2.522042751312256,19.5371294246836
tiny_human_ovary_multimodal_v4,morphology_image_histogram,morphology_image_histogram,2,,ok,False,623,965,0.9967897271268058,304.7862548828125,261.3250732421875,0.8574043909646273,197.2728271484375,103.39110565185548,492.4988403320313,297.9662170410156,0.3469893634319305,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,40.8154634545915,4,2.522042751312256,40.9949853538603
tiny_human_ovary_multimodal_v4,morphology_image_histogram,morphology_image_histogram,3,,ok,False,623,1436,0.9967897271268058,304.7862548828125,243.2903289794922,0.7982326141086483,214.50961303710932,158.03038024902344,502.43115234375,297.9662170410156,0.5303634405136108,,,,,,,,,,,,,,3.076738119125366,3.61851978302002,6.495540618896484,51.362961074486,4,2.522042751312256,62.65967544237619
tiny_human_ovary_multimodal_v4,morphology_image_histogram,morphology_image_histogram,4,,ok,False,623,1905,0.9967897271268058,304.7862548828125,232.22561645507807,0.7619294267202658,223.70541381835932,168.02059936523438,503.1783447265625,297.9662170410156,0.5638914108276367,,,,,,,,,,,,,,2.522042751312256,3.3033316135406494,6.873007774353027,66.6208371280823,4,2.522042751312256,66.6208371280823
tiny_human_ovary_multimodal_v4,morphology_image_histogram,morphology_image_histogram,5,,ok,False,623,2365,0.9983948635634028,304.7862548828125,204.64212036132807,0.6714283110962833,213.0008087158203,188.3471069335937,434.1572570800781,297.9662170410156,0.6321089267730713,,,,,,,,,,,,,,2.573596477508545,3.4603376388549805,7.203171730041504,73.18439723539309,4,2.522042751312256,74.68037837011049
tiny_human_ovary_multimodal_v4,morphology_image_histogram,morphology_image_histogram,8,,ok,False,623,3810,1.0,304.7862548828125,185.6949615478516,0.609262913182386,200.3218536376953,192.3476409912109,373.6612243652344,297.9662170410156,0.6455350518226624,,,,,,,,,,,,,,2.66597318649292,3.785930633544922,8.615385055541992,72.14912811791768,4,2.522042751312256,76.26660606412386
tiny_human_ovary_multimodal_v4,morphology_image_histogram,morphology_image_histogram,12,,ok,False,623,5662,1.0,304.7862548828125,185.2530517578125,0.6078130125291923,191.5559539794922,183.68435668945312,378.0935363769531,297.9662170410156,0.6164603233337402,,,,,,,,,,,,,,3.2098255157470703,4.695657253265381,11.055794715881348,57.22565160888552,4,2.522042751312256,72.83157931953352
tiny_human_ovary_multimodal_v4,morphology_image_histogram,morphology_image_histogram,16,,ok,False,623,7497,1.0,304.7862548828125,183.9446563720703,0.6035201831617877,188.5681915283203,171.60279846191406,374.2567138671875,297.9662170410156,0.5759136080741882,,,,,,,,,,,,,,4.2927021980285645,5.791633129119873,14.055320739746094,39.97547245199612,4,2.522042751312256,68.04119334322411
tiny_human_ovary_multimodal_v4,morphology_image_histogram,morphology_image_histogram,24,,ok,False,623,11105,1.0,304.7862548828125,181.6069793701172,0.5958502933143864,187.05929565429688,151.58457946777344,374.9840698242188,297.9662170410156,0.5087307691574097,,,,,,,,,,,,,,5.666728973388672,7.791767120361328,18.30398941040039,26.74992578251484,4,2.522042751312256,60.103889749252566
tiny_human_ovary_multimodal_v4,morphology_image_histogram,morphology_image_histogram,32,,ok,False,623,14561,1.0,304.7862548828125,180.38136291503903,0.5918290606129664,186.60723876953125,152.14329528808594,365.6241760253906,297.9662170410156,0.5106058716773987,,,,,,,,,,,,,,6.809564113616943,9.570256233215332,21.787315368652344,22.34258944472645,4,2.522042751312256,60.32542279821528
tiny_human_ovary_multimodal_v4,morphology_image_summary,morphology_image_summary,1,,ok,False,623,498,0.9935794542536116,304.7862548828125,285.77178955078125,0.937613770216304,222.6613006591797,81.91289520263672,567.6011962890625,297.9662170410156,0.2749066650867462,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,13.036613269185324,4,2.522042751312256,32.47878933059967
tiny_human_ovary_multimodal_v4,morphology_image_summary,morphology_image_summary,2,,ok,False,623,961,0.9951845906902088,304.7862548828125,255.0815887451172,0.8369195941699986,214.9983367919922,151.18450927734375,497.0443420410156,297.9662170410156,0.5073881149291992,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,59.682752925459546,4,2.522042751312256,59.9452603246635
tiny_human_ovary_multimodal_v4,morphology_image_summary,morphology_image_summary,3,,ok,False,623,1420,1.0,304.7862548828125,240.8062438964844,0.7900823611257409,218.6873779296875,157.46334838867188,497.8569030761719,297.9662170410156,0.5284603834152222,,,,,,,,,,,,,,3.076738119125366,3.61851978302002,6.495540618896484,51.17866464157647,4,2.522042751312256,62.43484505040265
tiny_human_ovary_multimodal_v4,morphology_image_summary,morphology_image_summary,4,,ok,False,623,1883,1.0,304.7862548828125,233.648681640625,0.7665984863079235,222.5677947998047,163.45477294921875,502.2786865234375,297.9662170410156,0.5485681295394897,,,,,,,,,,,,,,2.522042751312256,3.3033316135406494,6.873007774353027,64.81046876155087,4,2.522042751312256,64.81046876155087
tiny_human_ovary_multimodal_v4,morphology_image_summary,morphology_image_summary,5,,ok,False,623,2331,1.0,304.7862548828125,206.8794708251953,0.6787690307909016,211.762939453125,171.81455993652344,435.8337097167969,297.9662170410156,0.5766242742538452,,,,,,,,,,,,,,2.573596477508545,3.4603376388549805,7.203171730041504,66.76048923677973,4,2.522042751312256,68.12515761167245
tiny_human_ovary_multimodal_v4,morphology_image_summary,morphology_image_summary,8,,ok,False,623,3705,1.0,304.7862548828125,184.66604614257807,0.6058870542360268,198.6488037109375,199.20265197753903,375.1886291503906,297.9662170410156,0.6685410737991333,,,,,,,,,,,,,,2.66597318649292,3.785930633544922,8.615385055541992,74.72042591680736,4,2.522042751312256,78.98464523406314
tiny_human_ovary_multimodal_v4,morphology_image_summary,morphology_image_summary,12,,ok,False,623,5498,1.0,304.7862548828125,180.5603790283203,0.5924164103061147,189.2353973388672,188.3243560791016,365.124267578125,297.9662170410156,0.632032573223114,,,,,,,,,,,,,,3.2098255157470703,4.695657253265381,11.055794715881348,58.67121286038816,4,2.522042751312256,74.67135756565334
tiny_human_ovary_multimodal_v4,morphology_image_summary,morphology_image_summary,16,,ok,False,623,7279,1.0,304.7862548828125,179.0759735107422,0.5875460938341699,186.95753479003903,170.3984375,365.97607421875,297.9662170410156,0.5718716382980347,,,,,,,,,,,,,,4.2927021980285645,5.791633129119873,14.055320739746094,39.69491235107247,4,2.522042751312256,67.56365942303682
tiny_human_ovary_multimodal_v4,morphology_image_summary,morphology_image_summary,24,,ok,False,623,10843,1.0,304.7862548828125,174.8380126953125,0.5736413958776982,186.06549072265625,156.7377471923828,361.1849365234375,297.9662170410156,0.5260252356529236,,,,,,,,,,,,,,5.666728973388672,7.791767120361328,18.30398941040039,27.65929832332435,4,2.522042751312256,62.14714128490878
tiny_human_ovary_multimodal_v4,morphology_image_summary,morphology_image_summary,32,,ok,False,623,14327,1.0,304.7862548828125,171.30921936035156,0.5620634678103131,188.2476959228516,165.6387939453125,358.0597229003906,297.9662170410156,0.5558978915214539,,,,,,,,,,,,,,6.809564113616943,9.570256233215332,21.787315368652344,24.324434160783955,4,2.522042751312256,65.67644178875564
tiny_human_ovary_multimodal_v4,morphology_image_texture,morphology_image_texture,1,,ok,False,623,512,0.9919743178170144,304.7862548828125,286.72021484375,0.9407255420819134,190.5236358642578,64.95126342773438,524.3403930664062,297.9662170410156,0.2179819643497467,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,10.337133128522323,4,2.522042751312256,25.75343474805861
tiny_human_ovary_multimodal_v4,morphology_image_texture,morphology_image_texture,2,,ok,False,623,966,0.9935794542536116,304.7862548828125,257.8323974609375,0.845944964152244,198.74159240722656,107.25881958007812,486.85882568359375,297.9662170410156,0.3599697351455688,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,42.34231177964715,4,2.522042751312256,42.5285493373456
tiny_human_ovary_multimodal_v4,morphology_image_texture,morphology_image_texture,3,,ok,False,623,1414,0.9935794542536116,304.7862548828125,247.894775390625,0.813339746852883,204.43321228027344,139.0387725830078,497.0982971191406,297.9662170410156,0.4666259586811065,,,,,,,,,,,,,,3.076738119125366,3.61851978302002,6.495540618896484,45.190317537500654,4,2.522042751312256,55.129427330549376
tiny_human_ovary_multimodal_v4,morphology_image_texture,morphology_image_texture,4,,ok,False,623,1869,0.9935794542536116,304.7862548828125,244.31515502929688,0.8015950559293883,205.4744873046875,134.25294494628906,500.6590270996094,297.9662170410156,0.4505643248558044,,,,,,,,,,,,,,2.522042751312256,3.3033316135406494,6.873007774353027,53.23182760341207,4,2.522042751312256,53.23182760341207
tiny_human_ovary_multimodal_v4,morphology_image_texture,morphology_image_texture,5,,ok,False,623,2309,0.9935794542536116,304.7862548828125,219.8270874023437,0.7212500035044731,196.1061553955078,134.25381469726562,433.6825256347656,297.9662170410156,0.4505672454833984,,,,,,,,,,,,,,2.573596477508545,3.4603376388549805,7.203171730041504,52.165837135134126,4,2.522042751312256,53.23217246313981
tiny_human_ovary_multimodal_v4,morphology_image_texture,morphology_image_texture,8,,ok,False,623,3641,0.9935794542536116,304.7862548828125,199.40252685546875,0.6542372684494488,183.97254943847656,151.2442626953125,370.9175720214844,297.9662170410156,0.5075886249542236,,,,,,,,,,,,,,2.66597318649292,3.785930633544922,8.615385055541992,56.73135178612726,4,2.522042751312256,59.96895279297621
tiny_human_ovary_multimodal_v4,morphology_image_texture,morphology_image_texture,12,,ok,False,623,5419,0.9935794542536116,304.7862548828125,197.2359619140625,0.6471287951941859,174.22579956054688,160.6315155029297,363.09326171875,297.9662170410156,0.539093017578125,,,,,,,,,,,,,,3.2098255157470703,4.695657253265381,11.055794715881348,50.04369075978995,4,2.522042751312256,63.69103593479958
tiny_human_ovary_multimodal_v4,morphology_image_texture,morphology_image_texture,16,,ok,False,623,7200,0.9935794542536116,304.7862548828125,195.8069305419922,0.6424401606210167,170.9708251953125,152.4653778076172,360.2632141113281,297.9662170410156,0.5116868019104004,,,,,,,,,,,,,,4.2927021980285645,5.791633129119873,14.055320739746094,35.51734333624106,4,2.522042751312256,60.45312980055045
tiny_human_ovary_multimodal_v4,morphology_image_texture,morphology_image_texture,24,,ok,False,623,10752,0.9951845906902088,304.7862548828125,193.40249633789065,0.6345512412042731,170.60299682617188,137.34051513671875,358.85015869140625,297.9662170410156,0.4609264731407165,,,,,,,,,,,,,,5.666728973388672,7.791767120361328,18.30398941040039,24.23629500928644,4,2.522042751312256,54.45606148637189
tiny_human_ovary_multimodal_v4,morphology_image_texture,morphology_image_texture,32,,ok,False,623,14230,0.9951845906902088,304.7862548828125,191.3267822265625,0.6277408484189219,171.16561889648438,135.23776245117188,357.927978515625,297.9662170410156,0.4538694620132446,,,,,,,,,,,,,,6.809564113616943,9.570256233215332,21.787315368652344,19.859973442461573,4,2.522042751312256,53.62231166811335
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,0.0,ok,False,623,622,1.0,304.7862548828125,242.0922393798828,0.7943016966856495,348.57861328125,358.6641845703125,610.7693481445312,297.9662170410156,1.203707575798035,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,57.08217559865177,4,2.522042751312256,142.2117782831771
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,1.0,ok,False,623,623,1.0,304.7862548828125,243.03128051757807,0.797382679251797,341.8794860839844,349.38983154296875,615.8291625976562,297.9662170410156,1.1725820302963257,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,55.606142387515966,4,2.522042751312256,138.53446035408246
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,2.0,ok,False,623,623,1.0,304.7862548828125,241.80404663085932,0.7933561397768111,343.5159912109375,348.3872375488281,606.3591918945312,297.9662170410156,1.169217228889465,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,55.44657739917945,4,2.522042751312256,138.13692784055985
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,3.0,ok,False,623,621,1.0,304.7862548828125,244.2554473876953,0.8013991558825685,340.2828063964844,353.53961181640625,599.2644653320312,297.9662170410156,1.1865090131759644,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,56.266588834233154,4,2.522042751312256,140.17986476734163
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,4.0,ok,False,623,621,1.0,304.7862548828125,239.1613006591797,0.7846853223454417,340.8927307128906,335.4668884277344,601.7745361328125,297.9662170410156,1.1258554458618164,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,53.390276075952194,4,2.522042751312256,133.01395793278525
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,5.0,ok,False,623,621,1.0,304.7862548828125,241.64540100097656,0.7928356253922507,332.3133544921875,341.78717041015625,597.7999877929688,297.9662170410156,1.1470668315887451,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,54.39616253318465,4,2.522042751312256,135.5199749220426
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,6.0,ok,False,623,623,1.0,304.7862548828125,243.91856384277344,0.8002938450638395,347.3266296386719,347.8014831542969,600.320556640625,297.9662170410156,1.1672513484954834,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,55.35335332874049,4,2.522042751312256,137.90467388918395
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,7.0,ok,False,623,622,1.0,304.7862548828125,240.86871337890625,0.7902873227387437,353.4515991210937,357.2982177734375,598.7013549804688,297.9662170410156,1.1991232633590698,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,56.86477904801888,4,2.522042751312256,141.67016700550772
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,8.0,ok,False,623,623,1.0,304.7862548828125,243.39910888671875,0.7985895196628977,321.5664978027344,333.6318054199219,591.3007202148438,297.9662170410156,1.1196967363357544,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,53.09821867240757,4,2.522042751312256,132.2863402082809
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,9.0,ok,False,623,623,1.0,304.7862548828125,246.65252685546875,0.8092639444987583,357.1542053222656,362.0820617675781,617.8892822265625,297.9662170410156,1.2151782512664795,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,57.62613809823248,4,2.522042751312256,143.56698021045898
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,10.0,ok,False,623,623,1.0,304.7862548828125,238.6973571777344,0.7831631294183896,350.3648681640625,361.6384582519531,601.99462890625,297.9662170410156,1.2136894464492798,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,57.5555376455962,4,2.522042751312256,143.391089648971
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,11.0,ok,False,623,623,1.0,304.7862548828125,242.41929626464844,0.7953747663517714,354.0251159667969,369.9082336425781,604.6678466796875,297.9662170410156,1.2414435148239136,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,58.87169016741714,4,2.522042751312256,146.67008854235695
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,12.0,ok,False,623,622,1.0,304.7862548828125,239.6299285888672,0.7862228848902739,345.854248046875,350.6604919433594,592.4781494140625,297.9662170410156,1.1768465042114258,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,55.80837072037348,4,2.522042751312256,139.03828226579648
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,13.0,ok,False,623,621,1.0,304.7862548828125,245.9640655517578,0.807005111324094,322.94207763671875,332.8394775390625,574.36328125,297.9662170410156,1.117037653923035,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,52.972117987776606,4,2.522042751312256,131.97217904648176
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,14.0,ok,False,623,623,1.0,304.7862548828125,238.9110565185547,0.7838642743597929,325.635986328125,325.0932312011719,587.6408081054688,297.9662170410156,1.0910406112670898,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,51.739286239550566,4,2.522042751312256,128.90076150851175
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,15.0,ok,False,623,623,1.0,304.7862548828125,245.34246826171875,0.8049656581660832,345.9755249023437,361.85247802734375,592.5368041992188,297.9662170410156,1.2144076824188232,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,57.58959935269157,4,2.522042751312256,143.47594934267732
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,16.0,ok,False,623,623,1.0,304.7862548828125,244.2486114501953,0.8013767272546679,336.04498291015625,334.1058349609375,613.0810546875,297.9662170410156,1.1212875843048096,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,53.17366149235799,4,2.522042751312256,132.47429481006907
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,17.0,ok,False,623,623,1.0,304.7862548828125,243.3024444580078,0.7982723648464901,333.4032287597656,343.37225341796875,596.04638671875,297.9662170410156,1.1523865461349487,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,54.64843189958037,4,2.522042751312256,136.14846665041944
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,18.0,ok,False,623,623,1.0,304.7862548828125,241.37745666503903,0.7919565032807876,342.8631591796875,354.3129272460937,587.7762451171875,297.9662170410156,1.1891043186187744,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,56.38966364641005,4,2.522042751312256,140.48648741649583
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,1,19.0,ok,False,623,623,1.0,304.7862548828125,241.19558715820312,0.7913597916380468,330.0262756347656,327.8656616210937,601.9963989257812,297.9662170410156,1.1003451347351074,,,,,,,,,,,,,,6.283295631408691,5.802228927612305,9.693160057067873,52.18052449771292,4,2.522042751312256,130.00004121678762
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,0.0,ok,False,623,1244,1.0,304.7862548828125,163.8787841796875,0.5376843002408274,316.20074462890625,316.2681579589844,485.9940490722656,297.9662170410156,1.0614228248596191,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,124.85243640292032,4,2.522042751312256,125.40158480439136
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,1.0,ok,False,623,1244,1.0,304.7862548828125,158.71875,0.5207542907767474,305.6825256347656,300.2481384277344,478.8359375,297.9662170410156,1.0076583623886108,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,118.52825099454188,4,2.522042751312256,119.04958322832192
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,2.0,ok,False,623,1244,1.0,304.7862548828125,165.57952880859375,0.543264422709146,308.5095520019531,313.4991760253906,482.0162658691406,297.9662170410156,1.0521299839019775,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,123.75933192159695,4,2.522042751312256,124.3036724346851
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,3.0,ok,False,623,1243,1.0,304.7862548828125,158.67709350585938,0.5206176163254779,314.3023681640625,305.4189758300781,486.9000854492188,297.9662170410156,1.0250121355056765,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,120.56953030666818,4,2.522042751312256,121.0998408616048
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,4.0,ok,False,623,1245,1.0,304.7862548828125,163.8518829345703,0.5375960375823702,321.9987487792969,327.9300842285156,506.96038818359375,297.9662170410156,1.100561261177063,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,129.45618759083163,4,2.522042751312256,130.02558503732294
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,5.0,ok,False,623,1244,1.0,304.7862548828125,165.90745544433594,0.5443403460176569,313.48785400390625,313.22723388671875,489.1909484863281,297.9662170410156,1.0512173175811768,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,123.65197796350988,4,2.522042751312256,124.19584629314552
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,6.0,ok,False,623,1245,1.0,304.7862548828125,163.61651611328125,0.5368238019007461,330.4985046386719,330.9383544921875,517.769775390625,297.9662170410156,1.1106573343276978,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,130.6437553630719,4,2.522042751312256,131.21837618335192
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,7.0,ok,False,623,1244,1.0,304.7862548828125,160.59092712402344,0.526896881179137,328.6859741210937,326.97088623046875,508.2044677734375,297.9662170410156,1.0973421335220337,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,129.0775272545467,4,2.522042751312256,129.6452592091633
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,8.0,ok,False,623,1246,1.0,304.7862548828125,162.19696044921875,0.5321662570104482,314.3694763183594,314.7068786621094,491.1027221679688,297.9662170410156,1.056183099746704,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,124.2360938492524,4,2.522042751312256,124.78253134224738
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,9.0,ok,False,623,1244,1.0,304.7862548828125,156.44032287597656,0.5132787990591191,320.03717041015625,315.7750549316406,485.0782775878906,297.9662170410156,1.0597679615020752,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,124.65777528129864,4,2.522042751312256,125.2060674892756
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,10.0,ok,False,623,1243,1.0,304.7862548828125,158.64511108398438,0.5205126823877998,328.0879821777344,329.4189453125,499.2425537109375,297.9662170410156,1.1055580377578735,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,130.04394177702778,4,2.522042751312256,130.6159243895047
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,11.0,ok,False,623,1246,1.0,304.7862548828125,157.48977661132812,0.5167220440169833,304.64166259765625,308.12603759765625,473.3630676269531,297.9662170410156,1.0340971946716309,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,121.63819070977824,4,2.522042751312256,122.17320163876435
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,12.0,ok,False,623,1245,1.0,304.7862548828125,161.69216918945312,0.5305100430189094,332.8115539550781,336.84295654296875,517.6018676757812,297.9662170410156,1.1304736137390137,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,132.9747012185991,4,2.522042751312256,133.5595744234329
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,13.0,ok,False,623,1244,1.0,304.7862548828125,154.23251342773438,0.5060350030779287,311.2528991699219,307.4227905273437,474.6424560546875,297.9662170410156,1.0317370891571045,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,121.3605715188728,4,2.522042751312256,121.89436137329042
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,14.0,ok,False,623,1241,1.0,304.7862548828125,162.84658813476562,0.534297677555632,323.640625,332.8977966308594,490.1100769042969,297.9662170410156,1.117233395576477,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,131.4172797247481,4,2.522042751312256,131.99530279875222
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,15.0,ok,False,623,1244,1.0,304.7862548828125,165.21717834472656,0.5420755552387067,322.75445556640625,322.3713684082031,507.0275573730469,297.9662170410156,1.081905722618103,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,127.261786428488,4,2.522042751312256,127.82153206580998
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,16.0,ok,False,623,1246,1.0,304.7862548828125,164.716552734375,0.5404330086922948,332.8282470703125,327.8021850585937,521.7230834960938,297.9662170410156,1.1001321077346802,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,129.40569713652314,4,2.522042751312256,129.97487250683338
tiny_human_ovary_multimodal_v4,random_neighbors,random_neighbors,2,17.0,ok,False,623,1244,1.0,304.7862548828125,164.19090270996094,0.5387083573473181,334.0820617675781,336.42889404296875,519.089111328125,297.9662170410156,1.1290839910507202,,,,,,,,,,,,,,2.5331356525421143,3.4714877605438232,8.000914573669434,132.81124273994067,4,2.522042751312256,133.39539699234672
